1284	1455	D1_Opening	h
1455	1816	D1_Talks_1	l
1816	1890	D1_Coffee_1	h
1890	2043	D1_Talks_2	l
2043	2351	D1_Lunch	h
2351	2511	D1_Talks_3	l
2511	2919	D1_Coffee_2	h
2919	3083	D1_Talks_4	l
3083	3174	D1_Closing	h
5548	5811	D2_Opening	h
5811	6100	D2_Talks_1	l
6100	6199	D2_Coffee_1	h
6199	6398	D2_Talks_2	l
6398	6657	D2_Lunch	h
6657	6845	D2_Talks_3	l
6845	6939	D2_Coffee_2	h
6939	7256	D2_Talks_4	l
7256	7324	D2_Closing	h

