1436	1735	D1_Opening	h
1735	1988	D1_Talks_1	l
1988	2089	D1_Coffee	h
2089	2329	D1_Talks_2	l
2329	2601	D1_Lunch	h
2601	2736	D1_Talks_3	l
2736	2944	D1_Poster	h
2944	3235	D1_Talks_4	l
3235	3374	D1_Closing	h
5863	6319	D2_Talks_1	l
6319	6435	D2_Coffee_1	h
6435	6613	D2_Talks_2	l
6613	6865	D2_Lunch	h
6865	7121	D2_Talks_3	l
7121	7224	D2_Coffee_2	h
7224	7494	D2_Talks_4	l
7494	7577	D2_Closing	h
