2,1
5,3
5,6
7,10
9,12
6,8
3,3
2,1
11,20
14,27
4,4
4,4
2,1
97,903
114,552
111,469
113,364
112,526
101,456
100,665
94,676
89,443
89,576
12,9
2,1
2,1
2,1
3,3
35,74
109,994
115,1153
113,885
110,1024
104,1011
102,779
106,994
101,720
94,732
98,683
91,600
93,513
97,653
68,270
6,5
3,3
6,7
2,1
