1557812760	107	1440
1557812860	107	254
1557812960	107	496
1557812980	107	444
1557813200	107	444
1557813220	107	444
1557813240	107	444
1557813260	107	232
1557813260	107	1443
1557813260	107	444
1557813260	232	496
1557813280	232	1649
1557813280	232	444
1557813280	232	1443
1557813300	232	254
1557813320	107	232
1557813320	107	1649
1557813320	232	254
1557813320	1443	1649
1557813340	232	254
1557813340	1443	1649
1557813360	1443	1649
1557813380	107	1443
1557813380	232	254
1557813380	1443	1649
1557813400	107	1649
1557813400	232	254
1557813400	1443	1649
1557813420	107	1649
1557813420	232	254
1557813420	1443	1649
1557813440	1443	1649
1557813460	496	1443
1557813460	232	254
1557813460	1443	1649
1557813480	232	254
1557813480	1443	1649
1557813500	232	254
1557813500	1443	1649
1557813520	232	254
1557813520	30	1440
1557813520	1443	1649
1557813540	232	254
1557813540	1443	1649
1557813560	232	254
1557813560	1443	1649
1557813580	107	496
1557813580	232	254
1557813580	30	1440
1557813580	1443	1649
1557813600	30	232
1557813600	107	496
1557813600	1443	1649
1557813620	30	232
1557813620	30	254
1557813620	107	496
1557813620	232	254
1557813620	1443	1649
1557813640	30	232
1557813640	30	254
1557813640	107	496
1557813640	1443	1649
1557813660	107	496
1557813660	232	254
1557813680	232	254
1557813740	232	254
1557813740	30	440
1557813760	232	254
1557813760	1443	1649
1557813780	232	1443
1557813800	232	1649
1557813800	232	1443
1557813800	30	440
1557813800	1443	1649
1557813820	1443	1649
1557813840	232	254
1557813860	496	1649
1557813860	107	496
1557813860	30	1649
1557813880	232	254
1557813880	232	1443
1557813900	107	232
1557813920	107	496
1557813920	440	496
1557813920	1443	1649
1557813940	30	232
1557813940	1443	1649
1557813980	107	496
1557814020	440	1440
1557814020	254	444
1557814040	107	496
1557814060	254	1440
1557814060	1443	1649
1557814080	254	1440
1557814080	232	254
1557814080	232	1440
1557814120	254	444
1557814120	254	1649
1557814160	107	444
1557814180	107	496
1557814180	107	1649
1557814180	232	1440
1557814200	232	1440
1557814220	107	496
1557814240	115	496
1557814260	107	1443
1557814260	232	254
1557814280	107	1443
1557814280	30	650
1557814280	30	1440
1557814300	107	1443
1557814340	30	107
1557814340	1443	1649
1557814360	107	1443
1557814360	254	1440
1557814380	254	1440
1557814380	496	629
1557814380	496	566
1557814400	30	232
1557814400	232	1440
1557814400	496	629
1557814420	1443	1922
1557814440	444	496
1557814440	1443	1922
1557814440	496	629
1557814440	30	1440
1557814460	440	444
1557814460	1443	1922
1557814460	496	629
1557814480	254	566
1557814480	440	1922
1557814480	1649	1922
1557814480	1443	1922
1557814480	107	444
1557814480	496	629
1557814480	1443	1649
1557814500	440	629
1557814500	1443	1922
1557814500	440	496
1557814500	107	440
1557814500	1443	1649
1557814520	440	1443
1557814540	30	566
1557814540	107	440
1557814560	1443	1649
1557814580	444	558
1557814580	558	1649
1557814580	30	254
1557814580	107	444
1557814580	1443	1649
1557814600	30	254
1557814600	1443	1922
1557814600	107	440
1557814620	30	254
1557814640	115	558
1557814640	440	1440
1557814660	30	254
1557814660	440	1443
1557814660	440	1440
1557814680	30	558
1557814680	496	1440
1557814680	107	444
1557814700	30	558
1557814700	496	1440
1557814700	440	1440
1557814720	30	254
1557814720	30	558
1557814720	440	1443
1557814720	496	1440
1557814720	440	1440
1557814740	440	1922
1557814740	558	1440
1557814740	107	1443
1557814740	440	1443
1557814740	440	1440
1557814760	558	1440
1557814760	30	254
1557814760	440	558
1557814760	262	665
1557814780	496	558
1557814780	30	232
1557814780	107	1440
1557814780	440	496
1557814780	262	665
1557814800	30	232
1557814800	440	558
1557814800	752	1364
1557814800	1443	1922
1557814800	440	496
1557814800	262	665
1557814820	444	1440
1557814820	262	558
1557814820	752	1364
1557814820	440	496
1557814820	262	665
1557814820	558	665
1557814820	115	665
1557814840	262	558
1557814840	752	1364
1557814840	558	665
1557814860	262	558
1557814860	262	665
1557814860	558	665
1557814880	262	558
1557814880	262	665
1557814880	30	1440
1557814880	232	1440
1557814900	262	558
1557814920	262	558
1557814920	1443	1922
1557814920	558	665
1557814920	107	444
1557814940	496	617
1557814940	262	558
1557814940	1443	1922
1557814940	558	665
1557814940	107	444
1557814960	496	617
1557814960	262	558
1557814960	1443	1922
1557814960	558	665
1557814960	1443	1649
1557814980	496	617
1557814980	1440	1649
1557814980	440	1443
1557814980	558	665
1557814980	1440	1443
1557814980	1443	1649
1557815000	1440	1649
1557815000	558	665
1557815000	1440	1443
1557815000	1443	1649
1557815020	440	444
1557815020	107	496
1557815020	440	1440
1557815020	107	444
1557815020	1443	1649
1557815040	1440	1649
1557815040	440	1440
1557815040	1440	1443
1557815040	107	1038
1557815040	1443	1649
1557815060	1440	1649
1557815060	262	558
1557815060	558	665
1557815060	1440	1443
1557815060	1443	1649
1557815080	1440	1649
1557815080	107	444
1557815080	1440	1443
1557815100	262	558
1557815100	107	444
1557815100	1440	1443
1557815100	1443	1649
1557815100	254	665
1557815120	1440	1443
1557815120	1443	1649
1557815140	1443	1649
1557815160	1440	1649
1557815160	1440	1443
1557815160	1443	1649
1557815180	617	665
1557815180	440	1443
1557815180	440	1440
1557815180	1440	1443
1557815180	1443	1649
1557815200	1440	1649
1557815200	617	665
1557815200	440	1443
1557815200	245	496
1557815200	440	1440
1557815200	1440	1443
1557815220	617	665
1557815220	107	444
1557815220	1440	1443
1557815220	629	665
1557815220	617	629
1557815240	1440	1649
1557815240	617	665
1557815240	629	665
1557815240	1440	1443
1557815240	617	629
1557815260	1440	1649
1557815260	262	558
1557815260	629	665
1557815260	617	665
1557815260	440	496
1557815260	1440	1443
1557815260	617	629
1557815280	1440	1649
1557815280	262	558
1557815280	496	907
1557815280	107	1120
1557815280	617	665
1557815280	1120	1443
1557815280	629	665
1557815280	617	629
1557815280	1120	1649
1557815280	1443	1649
1557815300	262	558
1557815300	1120	1443
1557815300	617	665
1557815300	1649	1922
1557815300	1440	1443
1557815300	629	665
1557815300	617	629
1557815300	1120	1649
1557815300	1443	1649
1557815320	262	558
1557815320	617	665
1557815320	1649	1922
1557815320	1443	1922
1557815320	496	1440
1557815320	107	444
1557815320	629	665
1557815320	617	629
1557815320	1120	1649
1557815320	907	1440
1557815320	1443	1649
1557815340	262	558
1557815340	1120	1922
1557815340	1120	1443
1557815340	496	907
1557815340	617	665
1557815340	1649	1922
1557815340	1443	1922
1557815340	440	496
1557815340	1440	1443
1557815340	629	665
1557815340	232	254
1557815340	617	629
1557815340	1120	1649
1557815340	1443	1649
1557815360	262	558
1557815360	1120	1922
1557815360	665	907
1557815360	617	665
1557815360	1649	1922
1557815360	1443	1922
1557815360	496	1440
1557815360	629	907
1557815360	440	1440
1557815360	1440	1443
1557815360	1120	1443
1557815360	629	665
1557815360	232	254
1557815360	617	629
1557815360	1120	1649
1557815360	1443	1649
1557815380	262	558
1557815380	665	907
1557815380	141	447
1557815380	617	665
1557815380	1649	1922
1557815380	1443	1922
1557815380	440	496
1557815380	496	1440
1557815380	629	907
1557815380	107	444
1557815380	1120	1443
1557815380	629	665
1557815380	232	254
1557815380	617	629
1557815380	1120	1649
1557815380	1443	1649
1557815380	1120	1922
1557815400	1440	1649
1557815400	1120	1922
1557815400	665	907
1557815400	617	665
1557815400	1443	1922
1557815400	440	496
1557815400	1440	1443
1557815400	1120	1443
1557815400	629	665
1557815400	1120	1649
1557815400	1443	1649
1557815420	1440	1649
1557815420	262	558
1557815420	1120	1922
1557815420	665	907
1557815420	617	665
1557815420	440	496
1557815420	1440	1443
1557815420	629	665
1557815420	617	629
1557815420	1443	1649
1557815440	262	558
1557815440	1120	1922
1557815440	665	907
1557815440	141	447
1557815440	444	1922
1557815440	617	665
1557815440	107	557
1557815440	107	440
1557815440	629	907
1557815440	1440	1443
1557815440	629	665
1557815440	617	629
1557815440	496	557
1557815440	444	1120
1557815460	1440	1649
1557815460	262	558
1557815460	115	617
1557815460	665	907
1557815460	115	907
1557815460	254	1038
1557815460	444	1922
1557815460	617	665
1557815460	617	907
1557815460	18	1443
1557815460	440	496
1557815460	107	440
1557815460	629	907
1557815460	18	1440
1557815460	629	665
1557815460	617	629
1557815460	1443	1649
1557815460	1120	1922
1557815460	444	1120
1557815480	1440	1649
1557815480	1120	1922
1557815480	254	1038
1557815480	617	907
1557815480	440	496
1557815480	496	1440
1557815480	629	907
1557815480	617	629
1557815480	444	1120
1557815500	115	617
1557815500	1120	1922
1557815500	444	1922
1557815500	115	629
1557815500	107	496
1557815500	629	907
1557815500	232	254
1557815500	487	557
1557815500	1443	1649
1557815500	444	1120
1557815520	232	907
1557815520	1440	1649
1557815520	440	444
1557815520	18	557
1557815520	115	617
1557815520	629	665
1557815520	107	393
1557815520	232	665
1557815520	454	557
1557815520	232	629
1557815520	107	440
1557815520	629	907
1557815520	1440	1443
1557815520	232	254
1557815520	1120	1922
1557815520	444	1120
1557815520	254	665
1557815520	487	557
1557815540	1440	1649
1557815540	115	617
1557815540	665	907
1557815540	629	665
1557815540	440	496
1557815540	107	440
1557815540	629	907
1557815540	1440	1443
1557815540	232	1443
1557815540	232	1440
1557815560	115	617
1557815560	629	665
1557815560	254	557
1557815560	440	496
1557815560	629	907
1557815560	1440	1443
1557815560	496	1649
1557815560	232	1440
1557815580	1440	1649
1557815580	262	558
1557815580	115	617
1557815580	1120	1922
1557815580	115	120
1557815580	254	557
1557815580	18	120
1557815580	617	665
1557815580	120	617
1557815580	232	1649
1557815580	629	907
1557815580	1440	1443
1557815580	232	1443
1557815580	232	1440
1557815600	1440	1649
1557815600	120	617
1557815600	254	617
1557815600	629	907
1557815600	115	665
1557815600	1120	1922
1557815600	557	617
1557815620	262	558
1557815620	1120	1922
1557815620	18	1443
1557815620	254	617
1557815620	629	907
1557815620	115	665
1557815640	232	487
1557815640	1440	1649
1557815640	1120	1922
1557815640	120	557
1557815640	254	617
1557815640	629	907
1557815640	1440	1443
1557815640	115	665
1557815640	120	907
1557815660	232	487
1557815660	1440	1649
1557815660	120	557
1557815660	254	617
1557815660	629	907
1557815660	1440	1443
